Name,Gender,Status,URL,History
Player 096,Male,Alive,https://squid-game.fandom.com/wiki/Player_096_(2024),"Not much is known about Player 096, except for the fact that he was a marine and also presumably in debt, one time, he was approached by The Recruiter and played Ddakji with him, which gave him a chance to join the 36th Squid Games after the Salesman gave him a invitation card, and he joined. After waking up in the Dormitory , the Squid Game staff explained the rules of the games and he signed a contract and took his photo in a room, where he went up the stairs as the staff instructed him to do so. The stairs brought him and 454 other people into the first game, ""Red Light, Green Light"" , Seong Gi-hun runs in front of everyone and starts shouting that the games are deadly and will kill everyone, however almost nobody believes him and thinks he is crazy. The games rules are announced, and the game starts, nobody gets eliminated for 7 turns, but after the 7th turn, Kang Mi-na and Lee Eun-ju get shot and eliminated, making people panic. Player 096 and a few others do not panic, and survive. At the dormitory, people beg to be let free, however it is stated that a vote can terminate the games. The vote starts and Player 096 votes to continue, and the games continue. He goes up the same stairs up to the second game, Six-Legged Pentathlon , which Gi-hun believed would be Sugar Honeycombs . Player 096 almost gets accepted as the fifth member of Gi-hun's team, but they choose Kim Jun-hee instead because she is pregnant. He survives Six-Legged Pentathlon and also Mingle . He survives the Special game as well, participating in the attack. After the game, Player 047 wanted to shoot him alongside Player 203 , 442 , 336 , and 296 , but got dissuaded by Seong Gi-hun ."
Number 005,Male,Alive,https://squid-game.fandom.com/wiki/Number_005,"Like all of the soldiers, Number 007 met in a trailer in the Tancheon parking lot in the early morning of November 1, and changed into his soldier uniform before being transported to the island. Before the games, the Masked Officer recruited Number 005 and 007 to take part in the organ trafficking ring ."
Player 119,Female,Alive,https://squid-game.fandom.com/wiki/Player_119_(2024),"Just like most of the other players, Player 119 is in significant debt. Because of this, she was recruited into the 2024 Squid Games due to her financial problems. After waking up in the dormitory with 455 other strangers, she signed the player consent form and took her picture."
Cho Sang-woo's mother,Female,Alive,https://squid-game.fandom.com/wiki/Cho_Sang-woo%27s_mother,"Sang-woo's mother is the owner of a small store selling dried fish. She is a loving and devoted mother who is very proud of Sang-woo's accomplishments, which makes him deeply afraid of disappointing her in any way. She isn't aware of his debts and believes that he's away on business in the United States. When the police tell her that they have a warrant for his arrest because of financial fraud, she is shocked and refuses to believe it, asserting her son's good nature when the police question his whereabouts. The only desires she expresses are for Gi-hun to take good care of his mother and for Sang-woo to be well."
Bae Dong-il,Male,Alive,https://squid-game.fandom.com/wiki/Bae_Dong-il,"Almost nothing is known about Bae Dong-il's background, except for the fact that he graduated from an unknown school and held two different jobs over the course of his adulthood. He was living with two unnamed individuals as of 1999."
Kang Eun-ji,Female,Alive,https://squid-game.fandom.com/wiki/Kang_Eun-ji,"In "" Red Light, Green Light "", she allows Gi-hun to spend time with their daughter on her birthday though she is clearly unhappy about it. When he brings her back from an outing at a fried chicken place, she complains about how late it is and says she'd planned to drive to get her."
Player 166,Female,Dead,https://squid-game.fandom.com/wiki/Player_166_(33rd_Squid_Game),"Player 166 was a contestant in the 33rd Squid Game,"
Player 133,Female,Dead,https://squid-game.fandom.com/wiki/Player_133_(2024),"Player 133 is a woman who seems to be in her 40s with long brown hair and  a notably sharp jawline. She was in huge debt and decided to join the Squid Game that took place in 2024. She was assigned the number ""133"". She was killed during the Red Light, Green Light game. For more information about her death, read the following paragraph."
Kim Jun-hee,Female,Alive,https://squid-game.fandom.com/wiki/Kim_Jun-hee,"Jun-hee was orphaned at an unknown age and had no family to help her. She later dated Lee Myung-gi, a popular YouTuber known as MG Coin, and became involved with cryptocurrency. At his behest, she bought a coin called Dalmatian and lost large amounts of money when it was revealed to be a scam. She broke up with Myung-gi soon after."
Seong Gi-hun,Male,Alive,https://squid-game.fandom.com/wiki/Seong_Gi-hun,"For a comprehensive history, see Seong Gi-hun/History"
Player 227 (2024),Male,Dead,https://squid-game.fandom.com/wiki/Player_227_(2024),"Player 227 was one of the contestants in the 2024 Squid Game who died in the first game, Red light, green light ."
Player 231 (2024),Male,Dead,https://squid-game.fandom.com/wiki/Player_231_(2024),"Player 231 was in heavy debts, so he decided to join the Squid Games ."
Dormitory owner,Female,Alive,https://squid-game.fandom.com/wiki/Dormitory_owner,"The dormitory owner was born in South Korea , possibly in Seoul . When she grew up, she became a landlord of a dormitory in Seoul. She did not always check on the all of the tenants of the dormitory. One of her tenants, namely Hwang In-Ho , had not paid his rent, and nobody had seen him for a while as he had moved away to work as the Front Man in the Squid Games. His brother, Detective Hwang Jun-ho arrived to investigate as In-ho had gone missing. When the landlady asked about the missing rent, Jun-ho told her that she would receive the rent that In-ho owed her."
Player 431 (2024),Male,Dead,https://squid-game.fandom.com/wiki/Player_431_(2024),"Player 431 was in large debt and decided to join the Squid Games . He woke up in a Dormitory along with 455 other players, he then proceeded sign a contract and take his photo. He survived the first game, Red Light, Green Light and voted to end the games [ 1 ] . He managed to survive the 2nd game, Six-Legged Pentathlon , and voted X again. He also survived Mingle and voted X for the third time."
Player 008,Male,Dead,https://squid-game.fandom.com/wiki/Player_008_(2024),"Voting Round 1 Round 2 ⭘ ✕ Not much is known about player 008, except for he was in large debt and decided to join the Squid Games. After passing the first round, he pressed the O button in the vote on whether to proceed with the game, and he survived the second round and pressed O. In the second round, he is seen clapping behind Kang Dae-ho and showing a glimpse of his liking. After passing the second round he voted X for not continuing the game. During mingle he is not seen in the game. It is likely that he died in the third round."
Player 377,Male,Alive,https://squid-game.fandom.com/wiki/Player_377_(2024),"Player 377 was likely in debt and joined the Squid Games to pay it off. He woke up in a bed and like everyone else was confused at first, but once he saw the piggy bank, he wanted to play. He signed a contract, took his photo and went to Red Light Green Light . Thanks to Gi-hun’s warnings, he got in a line and passed the game. What he voted in the first vote is unknown.  He passed Six Legs and votes X, then he passed Mingle . He votes X again, and is seen eating with Player 015 after the vote. He was seen arguing with the O's after Dae-ho and Yeong-sam got into an argument. He survives the Special Game and is seen coming out of hiding as the revolt starts. He did not join Gi-Hun revolt and is currently still alive. He makes several of his appearances with Player 015 , meaning the two are likely friends."
Cho Hyun-ju,Female,Alive,https://squid-game.fandom.com/wiki/Cho_Hyun-ju,"Not much is known of Hyun-ju's early years and pre-transition, outside of how much support she got from her family and friends. Growing up, Hyun-ju often played games such as ddakji , which she was particularly good at. As an adult, Hyun-ju joined the army and rose through the ranks to become a staff sergeant."
